Date,Close,High,Low,Open,Volume
2020-01-01,2715.622314453125,2727.549287709975,2704.6781681136404,2720.134026567129,110561
2020-01-02,2727.90673828125,2738.2702627370263,2718.6601816399707,2722.1890670667926,138428
2020-01-03,2714.862548828125,2733.802575334872,2703.114214081388,2720.4015823185246,168305
2020-01-06,2699.8984375,2708.9216430343986,2675.776647114441,2707.0009210460516,181158
2020-01-07,2712.8974609375,2728.4425275813933,2705.2141367113486,2710.485107393492,159307
2020-01-08,2701.283203125,2714.7734066420007,2675.7318865119173,2698.066877217359,194024
2020-01-09,2681.181640625,2723.9753944395065,2675.8212429973723,2722.3672315281906,434270
2020-01-10,2671.041748046875,2693.6000904294096,2660.589015199584,2693.555376821462,526254
2020-01-13,2720.491455078125,2730.4527742723526,2668.852909908119,2675.7320438268125,420792
2020-01-14,2774.139892578125,2786.51356522926,2713.3887151380513,2732.016185466841,653300
2020-01-15,2782.225341796875,2799.8699861235214,2763.195884292446,2787.407103753809,438959
2020-01-16,2814.43212890625,2823.1427751269744,2782.9397925697863,2783.833192182168,768872
2020-01-17,2791.3828125,2831.183815088703,2782.359605870715,2818.676218556282,294064
2020-01-20,2778.874755859375,2807.954956605376,2773.4696446297735,2807.954956605376,203111
2020-01-21,2779.589599609375,2796.340842676527,2749.2140121809402,2769.538853769084,220943
2020-01-22,2775.211669921875,2804.113013355303,2759.621673897214,2792.3201833834896,248578
2020-01-23,2781.108642578125,2789.997926258036,2741.039795604305,2772.9788359138797,203032
2020-01-24,2852.178466796875,2870.4484465555183,2780.304506456301,2781.28711523121,580192
2020-01-27,2835.829345703125,2867.8130992807537,2818.676114713638,2847.264905734505,322446
2020-01-28,2842.12744140625,2867.72325237514,2802.1478098139737,2843.601463481476,292577
2020-01-29,2871.565185546875,2899.528638936883,2849.989670688384,2858.8789538123633,434882
2020-01-30,2868.43798828125,2889.879578204227,2852.1334459439863,2866.874539016033,337850
2020-01-31,2859.50439453125,2925.526763654355,2847.130939475882,2897.0271821722285,468850
2020-02-03,2885.7255859375,2902.655465698585,2762.7044976348006,2767.3948458019036,657504
2020-02-04,2887.91455078125,2948.219030959977,2848.158263848608,2890.148050047129,511585
2020-02-05,2908.864501953125,2964.299993004094,2897.9203564093336,2921.2381741609397,423733
2020-02-06,2905.51416015625,2941.964907768637,2891.353907245153,2912.795497827129,410631
2020-02-07,2904.79931640625,2944.645025047054,2892.0238768637164,2908.909041733376,450061
2020-02-10,2819.212158203125,2930.35099275547,2791.874040353916,2921.4169958263374,969115
2020-02-11,2800.539306640625,2857.8063005609592,2791.158612099595,2840.965633115066,507516
2020-02-12,2802.416259765625,2866.919675338427,2791.159336150203,2791.159336150203,669153
2020-02-13,2800.986572265625,2808.535755774599,2774.184582447859,2798.1277369747604,319421
2020-02-14,2766.546142578125,2822.2497021021486,2760.873185252115,2783.8335143242466,270506
2020-02-17,2755.333984375,2780.5278112162982,2744.5684748266094,2765.0719534431655,224912
2020-02-18,2739.565185546875,2751.670793863686,2698.0668173598483,2751.670793863686,453173
2020-02-19,2753.681396484375,2779.3666394558813,2715.9352568132044,2753.547473767115,462922
2020-02-20,2733.2666015625,2790.488888572527,2726.8788817794034,2751.492083955308,270720
2020-02-24,2712.539794921875,2738.269746769028,2684.665771302098,2732.9093492223355,427352
