Date,Close,High,Low,Open,Volume
2020-01-01,168.39804077148438,169.76830613627752,167.0277754066912,169.76830613627752,1205422
2020-01-02,167.17202758789062,169.47983219984422,166.19840830307956,168.97500452618684,680914
2020-01-03,164.7920684814453,167.20805429707858,164.2151100750276,166.95564049651898,746486
2020-01-06,164.10694885253906,165.69356251572484,162.9890974039339,165.15266949336666,1177871
2020-01-07,164.35939025878906,166.37871574438685,163.63819944121883,164.6478695203501,525546
2020-01-08,166.52296447753906,169.19136466178242,162.98912649943426,163.710317324653,933191
2020-01-09,166.2344512939453,170.70582762888253,165.54932601884846,166.52293049970362,1111846
2020-01-10,168.86680603027344,169.47981519324844,166.30657316573598,166.95564773292347,1390991
2020-01-13,167.78504943847656,170.12891963464168,167.13597475731322,169.76832421984705,386443
2020-01-14,169.40769958496094,169.479815720948,167.3883597413485,167.3883597413485,519070
2020-01-15,175.17721557617188,175.89840624163764,168.794681121332,169.47980638445983,2268677
2020-01-16,174.60028076171875,179.8289137926887,174.52816461996224,175.97054614574705,872858
2020-01-17,176.29507446289062,178.06200061896692,171.67946536189473,175.2493537355914,698370
2020-01-20,172.29246520996094,176.69172564872312,171.35491140888223,176.2950648853446,256243
2020-01-21,171.78761291503906,173.08576199909703,170.99430610707557,172.36457132410078,871765
2020-01-22,170.45343017578125,173.73485394479127,169.58800714815789,171.78763012364368,305675
2020-01-23,171.75155639648438,173.0857561657296,170.05676130189386,171.53519333221266,486559
2020-01-24,171.57127380371094,173.4103013209053,170.2010085125099,171.96791989283318,1323277
2020-01-27,170.16494750976562,172.29246897480675,168.97499453895315,169.4798221827728,1550511
2020-01-28,174.816650390625,175.5017757719029,169.1192402163928,169.1192402163928,1342218
2020-01-29,171.49916076660156,175.28541208372548,170.05677931245913,174.52815595123553,795722
2020-01-30,168.93893432617188,172.43670655271467,168.75863663745665,172.36459041176127,471875
2020-01-31,166.7753448486328,169.87647064353163,165.87385649809966,169.87647064353163,1417161
2020-02-03,166.0902099609375,168.90284171372613,164.57569788154532,168.75860945505121,1024093
2020-02-04,165.8378143310547,167.49655899751224,163.8184889465238,167.13596360677485,2138050
2020-02-05,165.76568603515625,166.73929058423943,164.93631376272876,165.87386757897949,1544211
2020-02-06,168.36195373535156,169.33557286463932,165.80173569553156,166.91957241511668,598189
2020-02-07,169.80435180664062,172.4727663159089,167.42443119707286,169.40770570804418,1215006
2020-02-10,166.30657958984375,170.20101247074075,165.58538885903553,170.20101247074075,525481
2020-02-11,165.98204040527344,167.38835638312557,163.4218075841289,165.9099242707332,2147551
2020-02-12,164.28726196289062,168.398043449992,163.78241962432458,166.9556619215124,1189073
2020-02-13,160.46493530273438,165.26085652833743,158.37347927886282,165.26085652833743,2462838
2020-02-14,158.91436767578125,161.4385351236419,157.03927479190293,161.4385351236419,2271502
2020-02-17,158.91436767578125,159.85192145405156,156.49838176736137,159.02254921522203,1529945
2020-02-18,159.09466552734375,160.17645157762848,158.12106101661996,158.6258886376879,1329481
2020-02-19,159.671630859375,160.24857464087148,159.02255626661133,159.38315163229527,338166
2020-02-20,160.68130493164062,161.9073233372897,159.41922111943458,159.7798164943506,1753859
2020-02-24,159.99615478515625,161.72701540969214,158.69802032125116,160.6812947577134,1653431
2020-02-25,158.19322204589844,160.8255717831606,157.36384957077934,160.39286017477957,814041
2020-02-26,156.85899353027344,158.66197046740302,156.49839814284752,158.66197046740302,887926
2020-02-27,158.91436767578125,159.31102842951,155.41659571827822,157.8325816266981,788897
2020-02-28,155.23631286621094,158.66196901540724,154.19059212131125,156.85899209477762,2063202
2020-03-02,153.2169647216797,156.49838841229294,151.88276480569274,155.164188496306,726255
2020-03-03,156.60658264160156,157.21959187723223,153.0006286994632,155.05601951194924,550323
2020-03-04,156.2820281982422,157.147465893768,151.3779399475822,156.0296143726292,1469243
2020-03-05,154.29872131347656,156.49835848848477,151.81061963975137,156.13776319242837,1203761
2020-03-06,150.33221435546875,152.74821524088813,149.28649357869335,152.74821524088813,1675226
2020-03-09,144.16604614257812,149.64709337503442,136.0526495138112,149.28649796931143,1683854
2020-03-11,145.968994140625,148.56527761094412,142.8318176692952,144.16601747058928,1541005
2020-03-12,136.66563415527344,144.23813631163424,134.14146676981983,138.5407269927923,2945066
2020-03-13,140.6322021484375,141.64187217531804,117.55409718048878,117.55409718048878,2074785
2020-03-16,129.92251586914062,138.43255787114006,129.6701020424903,137.20653947160235,1608855
2020-03-17,126.35260009765625,133.02361382592204,125.52324256146076,132.2303070197958,1412007
2020-03-18,119.35707092285156,127.6146992656692,115.8232332600894,127.29016929234622,2772077
2020-03-19,106.30352020263672,115.39052077948877,99.59644031326354,115.39052077948877,6129717
2020-03-20,117.5541000366211,119.71767242993313,101.90425825773087,106.26746111697706,2799875
2020-03-23,94.04326629638672,113.22693518260074,94.04326629638672,113.22693518260074,2450351
