Date,Close,High,Low,Open,Volume
2025-06-24,153.1699981689453,162.0,152.1999969482422,159.0,2254942
2025-06-25,154.50999450683594,160.8000030517578,152.0500030517578,153.0,3239904
2025-06-26,152.41000366210938,159.75,151.0,156.0,3071024
2025-06-27,160.02000427246094,160.02999877929688,153.0,154.25,2481522
2025-06-30,157.0800018310547,166.77999877929688,156.5500030517578,159.8000030517578,3005152
2025-07-01,155.97999572753906,159.89999389648438,155.5,159.14999389648438,3981820
2025-07-02,156.6300048828125,159.1999969482422,154.75,156.10000610351562,6256346
2025-07-03,155.6199951171875,158.9499969482422,152.0,157.8000030517578,5192093
2025-07-04,159.47000122070312,163.3000030517578,155.10000610351562,155.60000610351562,3269500
2025-07-07,163.47000122070312,164.8000030517578,156.60000610351562,160.1999969482422,3192030
2025-07-08,165.1699981689453,168.0,164.0,164.49000549316406,3142095
2025-07-09,160.85000610351562,166.44000244140625,160.02999877929688,165.19000244140625,1324994
2025-07-10,163.30999755859375,164.88999938964844,160.10000610351562,161.89999389648438,1483912
2025-07-11,158.75,166.25,158.4499969482422,162.0,2333265
2025-07-14,156.4600067138672,160.3699951171875,155.8000030517578,160.0,2137838
2025-07-15,155.24000549316406,157.74000549316406,154.1199951171875,157.0,6369609
2025-07-16,155.0399932861328,158.85000610351562,154.0,155.75,1883236
2025-07-17,153.25,155.8000030517578,152.89999389648438,155.00999450683594,1060102
2025-07-18,154.94000244140625,155.3000030517578,150.75,153.3000030517578,1860071
2025-07-21,153.52999877929688,155.1999969482422,152.60000610351562,154.1999969482422,804423
2025-07-22,153.3000030517578,154.39999389648438,151.66000366210938,153.5500030517578,1158469
2025-07-23,151.5500030517578,154.0399932861328,150.89999389648438,153.3000030517578,2156511
2025-07-24,149.77000427246094,152.00999450683594,149.10000610351562,151.5500030517578,1858457
2025-07-25,145.77999877929688,150.35000610351562,145.1999969482422,149.77000427246094,1968935
2025-07-28,141.52999877929688,146.1999969482422,140.6999969482422,145.0,2316103
2025-07-29,144.08999633789062,145.0,138.9499969482422,140.97999572753906,981360
2025-07-30,143.94000244140625,146.77000427246094,142.5,144.0,453832
2025-07-31,143.5,144.5,140.60000610351562,140.94000244140625,790989
2025-08-01,137.94000244140625,142.6199951171875,137.3699951171875,142.0,1453201
