Date,Close,High,Low,Open,Volume
2020-01-01,205.7945098876953,208.36878857853412,204.606364991119,206.9331311210427,1553127
2020-01-02,209.11135864257812,211.0915798704584,205.44795239257743,205.9430076995475,2991937
2020-01-03,206.24005126953125,210.25000242075012,203.7647746462961,208.17076401407678,2512421
2020-01-06,197.5765838623047,205.69548819674762,195.79438166501487,205.69548819674762,4353179
2020-01-07,202.03208923339844,203.6657658280738,198.56670181981661,198.56670181981661,2966120
2020-01-08,199.50729370117188,201.5370235321165,192.62602778367707,199.01223838181414,5762654
2020-01-09,205.94302368164062,206.83411726018397,199.90334242474415,199.90334242474415,3496063
2020-01-10,207.0321502685547,210.89357589674754,203.86378399036658,205.94302247194128,2769132
2020-01-13,211.48764038085938,214.11142755397188,207.5271977902657,208.5668018839849,3527267
2020-01-14,212.23020935058594,213.36883047702952,209.75493289493593,211.33910076181883,1775182
2020-01-15,214.45797729492188,215.84412619060467,210.3985175023096,212.3787388435078,1982079
2020-01-16,217.82432556152344,220.29960198835892,214.85399384932083,215.5470682272571,4280379
2020-01-17,226.1412811279297,226.9828812783338,211.58665664769097,213.8639143124105,10810744
2020-01-20,224.30955505371094,229.9531823414829,221.93328059556748,227.2798867954739,4546367
2020-01-21,222.0323028564453,224.75510701633482,218.3193880929596,222.13131995996045,2813526
2020-01-22,223.66598510742188,225.7452234720305,218.96295961842125,222.5768724799658,2939366
2020-01-23,227.3293914794922,228.91355931675463,223.51745976591053,223.7649874068473,2650092
2020-01-24,227.47792053222656,230.10170769651538,216.83423110580028,223.26995029387197,7154795
2020-01-27,228.27000427246094,234.11165083125812,223.81450652520883,227.23038510985765,5293975
2020-01-28,227.62643432617188,232.18094939803112,226.83435788575258,229.9532004166001,2161711
2020-01-29,230.00270080566406,235.9928730979854,228.7155539738438,229.40862838855037,3738186
2020-01-30,229.21063232421875,230.44827072769723,225.94326391745736,230.00272392402312,2192123
2020-01-31,227.18087768554688,232.23044786732237,224.90362024851302,228.71555216101896,2720308
2020-02-03,218.71542358398438,222.42833830151164,213.4678495361901,219.50751507863458,2720614
2020-02-04,223.220458984375,224.90364418816887,219.85408857678723,220.4481459445371,2028088
2020-02-05,233.9136505126953,236.93349113877588,220.34913708126203,224.50759895768746,8985919
2020-02-06,234.16116333007812,241.19095482627208,231.78490386798143,235.05225685139206,8852675
2020-02-07,237.13150024414062,239.75528741871747,232.92352998928635,234.0621511915617,5052443
2020-02-10,242.08206176757812,242.7256276677715,235.20079554872805,237.13150835719821,5588211
2020-02-11,242.87416076660156,246.14152913900958,241.2404690264523,242.7751436522081,3533751
2020-02-12,247.23062133789062,248.91380638764275,242.57710439755618,243.46819792157518,4490312
2020-02-13,248.9633331298828,250.2504800647514,245.7949819033612,247.32965651386255,2563148
2020-02-14,253.61683654785156,256.0426197227752,249.06233662988518,250.0029387242997,4968325
2020-02-17,250.00294494628906,254.8544812011007,249.1613448310367,254.3594258645734,2411524
2020-02-18,246.98309326171875,249.16133362287596,242.82463164352973,249.16133362287596,2430446
2020-02-19,251.48809814453125,252.97326407845566,247.42863854864893,247.5276556540662,2101729
2020-02-20,256.0921325683594,258.41889881154293,250.15146822786414,250.696032147321,3108173
2020-02-24,244.80487060546875,253.31982866968465,241.6860279432367,252.2802094129772,3309214
2020-02-25,244.01275634765625,249.2603455922283,240.00280536322435,247.32963292798746,3309962
