Date,Close,High,Low,Open,Volume
2020-01-01,395.3311462402344,403.9636518314449,392.51722013846415,402.91438977096544,106592
2020-01-02,386.2694091796875,397.50121507765624,384.88628696304477,393.47111120757364,69970
2020-01-03,389.56024169921875,391.08643850069024,381.59542670291887,388.20098950200145,58578
2020-01-06,390.275634765625,394.4249722179272,379.8784647782092,384.60012965665345,97884
2020-01-07,388.439453125,393.68573456687307,384.5047420435953,391.0864347578067,48380
2020-01-08,388.3679504394531,391.08648426176654,381.5477895236747,386.29329597783266,47600
2020-01-09,393.8049621582031,395.378840744518,388.7017553760943,388.7017553760943,70118
2020-01-10,392.32647705078125,397.5250769839877,390.60952375511204,395.8558055149487,65192
2020-01-13,398.2166442871094,398.86049450549615,389.7987349620051,393.9480727854553,69494
2020-01-14,402.2944030761719,403.00980509705425,395.8557848882308,398.7650747959059,61252
2020-01-15,405.9190979003906,407.54068746987144,397.0481244220808,402.05593860398085,65408
2020-01-16,406.8252868652344,414.45624183574284,403.00980937998014,404.53600619603844,120102
2020-01-17,409.3291931152344,412.0477266397914,405.1083327998469,410.1161469888477,50008
2020-01-20,410.0922546386719,412.5007979529284,405.87139455309574,410.1638064813893,48350
2020-01-21,400.7443542480469,414.4323850231945,398.2404472444143,409.23378550507323,56868
2020-01-22,398.2642822265625,403.00978791808683,393.471094712925,400.6966664597477,45646
2020-01-23,400.50592041015625,410.16384823189566,396.64276092537426,401.57902350146065,49392
2020-01-24,400.5535888671875,410.1638345413428,398.24046725816424,402.5090385674988,498458
2020-01-27,401.6982727050781,406.7776391774982,395.7604295483888,400.1482348466139,82430
2020-01-28,405.3468017578125,412.5485038810717,399.8381828401289,405.3229317356576,132984
2020-01-29,401.88897705078125,423.3033244419341,396.833452513991,407.3021734497911,472194
2020-01-30,398.8604736328125,406.8252887419802,396.3804074339997,406.8252887419802,224070
2020-01-31,400.50592041015625,404.39294991812807,391.08645994204005,403.9636970376926,332196
2020-02-03,383.33624267578125,397.2865818338113,378.87691513584525,397.2865818338113,351136
2020-02-04,382.8831481933594,388.6779160919883,381.1184840880737,384.79088687803954,535264
2020-02-05,389.3694763183594,392.5172334971454,382.0962225992446,382.0962225992446,83958
2020-02-06,385.29168701171875,392.66033397278494,383.5508928168934,391.08645527959214,876442
2020-02-07,386.62713623046875,388.6541087580612,382.50163932451363,387.4856128907863,68942
2020-02-10,381.8577575683594,388.5586839018247,380.2838498596871,386.36476694023,61616
2020-02-11,379.80694580078125,385.2916949821889,376.9453375322207,381.8816292613584,526314
2020-02-12,380.21234130859375,382.978556693138,379.64001385770587,382.35854741708584,36936
2020-02-13,382.0723876953125,386.3171182933134,376.77842401446617,381.5477711538898,110660
2020-02-14,399.6712951660156,402.2944361247425,384.40938413342315,385.57788001881306,193268
2020-02-17,407.34991455078125,412.0238978862702,398.00200609937104,399.6712775449646,266064
2020-02-18,398.0019836425781,407.30220974327347,389.6794677971789,405.3944710559514,104602
2020-02-19,396.6427001953125,403.0097659182751,394.42494250226446,399.95737261533714,263932
2020-02-20,403.248291015625,409.5438349113917,395.9034849522665,395.9034849522665,128752
2020-02-24,393.7811279296875,406.3483450317687,391.8256782870219,403.34366238694105,111010
2020-02-25,396.7142333984375,406.3483190860488,391.51566321402663,394.4249529156835,163920
2020-02-26,403.4866943359375,404.9174982165614,392.2071787664407,396.18960036671155,108848
2020-02-27,402.4374694824219,405.8475640232609,395.85577684597536,404.91753559305187,98262
2020-02-28,382.763916015625,395.8557786121645,376.7783916910963,395.8319377004696,247076
2020-03-02,386.84173583984375,392.25496232302527,383.1216508833846,384.17091307874097,279214
2020-03-03,382.0485534667969,393.3519122069781,377.73230005204806,388.74948049298536,399372
2020-03-04,376.96917724609375,385.17243033523846,372.1759604938171,384.88628117530357,261918
2020-03-05,378.6861267089844,381.4523419637435,376.0629860327887,379.1630613773836,104212
2020-03-06,372.9390563964844,378.20917847125884,364.85500823519925,371.0551587019412,86454
2020-03-09,367.454345703125,371.0551968687765,357.82025893418967,369.6005518546796,121232
2020-03-11,371.7229309082031,376.77842727583834,363.04271321735973,363.04271321735973,38148
2020-03-12,353.8617248535156,367.1443452940126,334.56970941524133,357.98719275677024,153860
2020-03-13,356.8663635253906,376.68299305856954,292.1463235832932,302.94890540274906,134618
2020-03-16,332.3996276855469,348.1384719663396,316.2076896413809,333.8542726228758,234726
2020-03-17,331.946533203125,348.114630300466,326.22331711341593,330.0387945065553,361792
2020-03-18,303.4020690917969,340.8414489702197,298.08423470081885,333.56819364351975,129242
2020-03-19,282.2997741699219,303.3293272157093,257.87838921238193,303.3293272157093,292244
2020-03-20,273.5536193847656,293.61406888607286,266.50339901662636,293.61406888607286,1139062
