Date,Close,High,Low,Open,Volume
2020-01-01,69.6695556640625,70.69871554705995,68.01395419717159,69.6471812872732,13378
2020-01-02,73.42822265625,73.74144343542413,68.84175553721899,69.49057147144417,56000
2020-01-03,72.28718566894531,74.94957208802475,70.27361507553569,73.38346162648394,25378
2020-01-06,71.2580337524414,72.48854924895139,70.25124834620597,72.39905857838167,25334
2020-01-07,71.81736755371094,73.38347837263922,71.14617720274168,73.33872961816073,8848
2020-01-08,71.6159896850586,72.48853550616705,69.80377493186458,71.5936153147329,9222
2020-01-09,72.30957794189453,73.83094003579394,71.59363882258806,72.04109906522923,21084
2020-01-10,74.39025115966797,74.9495763563572,73.04787068761381,73.04787068761381,26230
2020-01-13,76.67229461669922,78.48450264818854,74.50211029445944,74.50211029445944,46566
2020-01-14,78.28316497802734,79.20045980458109,76.49332407848878,77.03027498281011,36406
2020-01-15,78.5516357421875,80.1848626634842,77.18688083151055,78.3279056528208,40946
2020-01-16,83.31709289550781,84.01065761284518,78.75299994599601,80.31911074037662,58646
2020-01-17,83.4960708618164,84.56997254399332,82.60115051743553,84.14488674595248,33760
2020-01-20,85.42015075683594,89.80526214951901,83.496077329536,83.496077329536,217460
2020-01-21,83.1828384399414,87.34421916476326,81.4824953466959,81.4824953466959,39880
2020-01-22,84.50286102294922,87.25473850629832,83.22759672908455,83.22759672908455,41738
2020-01-23,81.14690399169922,81.63910607862843,77.8804434080587,81.39300162131367,164970
2020-01-24,83.89879608154297,85.44253256390306,78.59638943810886,78.59638943810886,40266
2020-01-27,84.61471557617188,86.80726754070771,81.03503444047259,82.80250063568413,36166
2020-01-28,83.3394546508789,85.66624611317549,82.86962011817955,84.48047942237729,24904
2020-01-29,84.27912902832031,84.97268685663353,83.40657620072515,83.83166884091793,14942
2020-01-30,84.5699691772461,86.13607971756547,83.45131879130369,86.13607971756547,7538
2020-01-31,83.09335327148438,84.97268464409993,81.32588694280665,81.32588694280665,19844
2020-02-03,78.7306137084961,80.09536856068468,77.34349131048982,79.78214781453488,21120
2020-02-04,80.11774444580078,81.43775057585843,78.4397688158037,78.90960335774295,21188
2020-02-05,79.20045471191406,80.31910520219533,78.97672461385781,79.80452870774624,12084
2020-02-06,78.39503479003906,81.61674723911159,77.41062360111434,81.61674723911159,30400
2020-02-07,78.37266540527344,79.84928569659156,77.00791701179202,79.71504624688956,11360
2020-02-10,78.66350555419922,79.20045643568061,77.34349931247806,77.8580758181267,23352
2020-02-11,77.6119613647461,80.94553810436972,76.87365485105832,79.04383247390724,43100
