Date,Close,High,Low,Open,Volume
2020-01-27,195.54861450195312,195.54861450195312,186.2437321219984,186.2437321219984,278487
2020-01-28,205.29196166992188,205.29196166992188,205.29196166992188,205.29196166992188,11605
2020-01-29,215.52244567871094,215.52244567871094,205.7303965526878,215.52244567871094,411876
2020-01-30,226.288818359375,226.288818359375,221.17357058160655,225.07090222181108,201654
2020-01-31,222.82992553710938,233.79117038076282,214.9865429200005,233.35272356044464,257465
2020-02-03,223.8042755126953,232.57327205764574,215.42502106780503,227.99391016871093,147974
2020-02-04,223.8042755126953,226.1913882653925,218.25058067432155,226.04524426983306,128870
2020-02-05,234.8629608154297,234.96038519024654,221.27101912220814,221.27101912220814,343758
2020-02-06,236.08087158203125,240.61151375333432,234.8142358013758,236.47059880662957,225507
2020-02-07,249.965087890625,254.69060829452258,239.19872148530385,241.14738724078495,1131386
2020-02-10,262.6314392089844,273.7875635683842,252.4009430614113,257.2239031389802,1589010
2020-02-11,265.35955810546875,274.6644249454262,261.12120425374803,267.8928294667266,1289501
2020-02-12,256.5905456542969,269.35431112333754,253.81369126177523,267.45435029311824,398669
2020-02-13,257.37005615234375,261.8032891454838,253.71630740022565,258.19824514968053,323842
2020-02-14,250.4522705078125,254.7880639875465,233.839905762949,233.839905762949,756324
2020-02-17,248.0164337158203,256.9802930988253,245.53188193707672,254.39831695388258,304146
2020-02-18,240.90382385253906,247.43185169735963,238.71157469715703,246.50623836073765,185817
2020-02-19,246.5062255859375,253.3265559381176,237.7372294188488,243.09606040984747,834919
2020-02-20,243.24220275878906,248.26002611862486,242.12172586962876,247.38311758754529,443645
2020-02-24,233.6450653076172,243.53453968891714,232.08612650114932,243.53453968891714,434167
2020-02-25,233.8399200439453,240.56281179835204,231.8912540435791,237.34752479146118,366231
2020-02-26,235.64242553710938,237.93209900688944,231.8912378022751,231.8912378022751,271434
2020-02-27,252.8881072998047,260.8289446931914,231.01435023806434,237.4449388391714,1407584
2020-02-28,250.30612182617188,253.32655983257027,235.78856722877694,247.04211545630577,932068
2020-03-02,249.234375,259.0751290096151,245.62934600900948,251.329199791501,728983
2020-03-03,241.1961212158203,253.13168481149233,239.88076580571524,252.35223035661306,299516
2020-03-04,236.66546630859375,242.60890321781423,229.16310560821802,241.92687312998748,255556
2020-03-05,232.57325744628906,239.6858905037721,231.01433374541034,236.76289183909194,233234
2020-03-06,225.16835021972656,230.4784618126642,224.19401727176952,227.79904620578236,211518
2020-03-09,211.86871337890625,225.85039823887416,209.57903968972732,219.22493069337918,353113
2020-03-11,216.10704040527344,222.6350678682447,209.77387654906516,209.77387654906516,194318
2020-03-12,198.08189392089844,215.61988721678856,187.6078145914085,206.21756522398502,735396
2020-03-13,214.59683227539062,219.17619416777097,173.67484836816516,189.0205923333747,613983
2020-03-16,200.27413940429688,214.2558082158682,199.0562232255638,208.55596941968187,214133
2020-03-17,207.3867645263672,210.35846798932639,199.6895256658522,206.5585756112584,563388
2020-03-18,192.8204803466797,210.94307873951757,189.9949208046463,207.63035273388255,639916
2020-03-19,186.00013732910156,193.40507302397876,164.66225360731693,189.99490800844262,309729
2020-03-20,193.3076629638672,195.64607110484653,186.68221039894698,190.23851993356274,1179726
