Symbol,Company,Industry,Close,200DMA,Status,Difference %
BHARATFORG,Bharat Forge Ltd.,Automobile and Auto Components,1188.69,1313.12,Below,-9.48
HINDZINC,Hindustan Zinc Ltd.,Metals & Mining,418.82,463.17,Below,-9.57
ANANDRATHI,Anand Rathi Wealth Ltd.,Financial Services,857.2,948.86,Below,-9.66
INOXWIND,Inox Wind Ltd.,Capital Goods,170.05,188.58,Below,-9.82
TATACOMM,Tata Communications Ltd.,Telecommunication,1530.43,1697.61,Below,-9.85
BRIGADE,Brigade Enterprises Ltd.,Realty,777.03,862.45,Below,-9.9
DELHIVERY,Delhivery Ltd.,Services,311.0,345.29,Below,-9.93
GLENMARK,Glenmark Pharmaceuticals Ltd.,Healthcare,1378.32,1532.16,Below,-10.04
JIOFIN,Jio Financial Services Ltd.,Financial Services,262.49,291.89,Below,-10.07
CDSL,Central Depository Services (India) Ltd.,Financial Services,1268.66,1411.41,Below,-10.11
GODIGIT,Go Digit General Insurance Ltd.,Financial Services,293.95,327.48,Below,-10.24
LICI,Life Insurance Corporation of India,Financial Services,393.17,438.76,Below,-10.39
BATAINDIA,Bata India Ltd.,Consumer Durables,1205.72,1345.56,Below,-10.39
ASIANPAINT,Asian Paints Ltd.,Consumer Durables,2311.17,2580.07,Below,-10.42
KPITTECH,KPIT Technologies Ltd.,Information Technology,1315.62,1469.04,Below,-10.44
MOTHERSON,Samvardhana Motherson International Ltd.,Automobile and Auto Components,96.18,107.49,Below,-10.52
ATGL,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,630.65,706.23,Below,-10.7
HBLENGINE,HBL Engineering Ltd.,Capital Goods,503.66,564.22,Below,-10.73
KALYANKJIL,Kalyan Jewellers India Ltd.,Consumer Durables,536.58,601.35,Below,-10.77
TIMKEN,Timken India Ltd.,Capital Goods,2820.21,3171.54,Below,-11.08
SUZLON,Suzlon Energy Ltd.,Capital Goods,56.95,64.11,Below,-11.17
VBL,Varun Beverages Ltd.,Fast Moving Consumer Goods,512.23,576.7,Below,-11.18
PCBL,PCBL Chemical Ltd.,Chemicals,365.54,412.53,Below,-11.39
BEML,BEML Ltd.,Capital Goods,1589.33,1794.04,Below,-11.41
OBEROIRLTY,Oberoi Realty Ltd.,Realty,1609.78,1817.94,Below,-11.45
JBMA,JBM Auto Ltd.,Automobile and Auto Components,690.83,780.33,Below,-11.47
ZYDUSLIFE,Zydus Lifesciences Ltd.,Healthcare,874.83,988.42,Below,-11.49
CGCL,Capri Global Capital Ltd.,Financial Services,167.08,188.83,Below,-11.52
COLPAL,Colgate Palmolive (India) Ltd.,Fast Moving Consumer Goods,2526.12,2855.49,Below,-11.53
LTTS,L&T Technology Services Ltd.,Information Technology,4341.83,4908.24,Below,-11.54
CIEINDIA,CIE Automotive India Ltd.,Automobile and Auto Components,414.64,468.97,Below,-11.58
CLEAN,Clean Science and Technology Ltd.,Chemicals,1229.84,1392.0,Below,-11.65
USHAMART,Usha Martin Ltd.,Capital Goods,307.99,348.67,Below,-11.67
IRB,IRB Infrastructure Developers Ltd.,Construction,23.73,26.89,Below,-11.73
HEROMOTOCO,Hero MotoCorp Ltd.,Automobile and Auto Components,3850.49,4364.52,Below,-11.78
JBCHEPHARM,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,1534.41,1739.32,Below,-11.78
PRESTIGE,Prestige Estates Projects Ltd.,Realty,1364.53,1547.22,Below,-11.81
EXIDEIND,Exide Industries Ltd.,Automobile and Auto Components,374.29,424.45,Below,-11.82
LTM,LTM Ltd.,Information Technology,4812.47,5457.91,Below,-11.83
SJVN,SJVN Ltd.,Power,94.69,107.55,Below,-11.95
M&MFIN,Mahindra & Mahindra Financial Services Ltd.,Financial Services,243.85,277.24,Below,-12.04
NATIONALUM,National Aluminium Co. Ltd.,Metals & Mining,161.65,183.81,Below,-12.06
CHENNPETRO,Chennai Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels,609.39,692.92,Below,-12.06
TRIDENT,Trident Ltd.,Textiles,27.4,31.17,Below,-12.09
TMPV,Tata Motors Passenger Vehicles Ltd.,Automobile and Auto Components,708.78,807.01,Below,-12.17
SOBHA,Sobha Ltd.,Realty,1320.59,1505.35,Below,-12.27
ECLERX,eClerx Services Ltd.,Services,1295.28,1477.47,Below,-12.33
ITI,ITI Ltd.,Telecommunication,256.05,292.4,Below,-12.43
DLF,DLF Ltd.,Realty,675.56,772.48,Below,-12.55
CAMS,Computer Age Management Services Ltd.,Financial Services,722.52,826.87,Below,-12.62
JUBLPHARMA,Jubilant Pharmova Ltd.,Healthcare,875.41,1001.93,Below,-12.63
SUNTV,Sun TV Network Ltd.,Media Entertainment & Publication,604.06,691.55,Below,-12.65
OFSS,Oracle Financial Services Software Ltd.,Information Technology,8341.97,9552.97,Below,-12.68
AIAENG,AIA Engineering Ltd.,Capital Goods,3228.91,3700.41,Below,-12.74
CUMMINSIND,Cummins India Ltd.,Capital Goods,2823.31,3240.36,Below,-12.87
DABUR,Dabur India Ltd.,Fast Moving Consumer Goods,467.86,537.17,Below,-12.9
AJANTPHARM,Ajanta Pharmaceuticals Ltd.,Healthcare,2454.76,2821.99,Below,-13.01
OIL,Oil India Ltd.,Oil Gas & Consumable Fuels,405.37,466.6,Below,-13.12
KEI,KEI Industries Ltd.,Capital Goods,3382.0,3897.74,Below,-13.23
TRENT,Trent Ltd.,Consumer Services,5429.84,6264.03,Below,-13.32
SONACOMS,Sona BLW Precision Forgings Ltd.,Automobile and Auto Components,514.89,596.05,Below,-13.62
ZENTEC,Zen Technologies Ltd.,Capital Goods,1474.62,1710.46,Below,-13.79
BAJAJ-AUTO,Bajaj Auto Ltd.,Automobile and Auto Components,7731.97,8969.77,Below,-13.8
CROMPTON,Crompton Greaves Consumer Electricals Ltd.,Consumer Durables,332.54,385.99,Below,-13.85
HSCL,Himadri Speciality Chemical Ltd.,Chemicals,439.5,510.31,Below,-13.88
ACC,ACC Ltd.,Construction Materials,1840.68,2138.39,Below,-13.92
RHIM,RHI MAGNESITA INDIA LTD.,Capital Goods,448.65,521.24,Below,-13.93
IRFC,Indian Railway Finance Corporation Ltd.,Financial Services,123.17,143.69,Below,-14.28
AWL,AWL Agri Business Ltd.,Fast Moving Consumer Goods,261.58,305.82,Below,-14.47
TATACHEM,Tata Chemicals Ltd.,Chemicals,826.32,966.77,Below,-14.53
TRITURBINE,Triveni Turbine Ltd.,Capital Goods,554.85,652.71,Below,-14.99
BLUESTARCO,Blue Star Ltd.,Consumer Durables,1616.44,1902.72,Below,-15.05
GESHIP,Great Eastern Shipping Co. Ltd.,Services,882.17,1038.86,Below,-15.08
PFIZER,Pfizer Ltd.,Healthcare,4129.57,4863.67,Below,-15.09
MRPL,Mangalore Refinery & Petrochemicals Ltd.,Oil Gas & Consumable Fuels,129.11,152.12,Below,-15.13
NIACL,The New India Assurance Company Ltd.,Financial Services,167.07,197.63,Below,-15.46
JPPOWER,Jaiprakash Power Ventures Ltd.,Power,14.24,16.86,Below,-15.53
KPIL,Kalpataru Projects International Ltd.,Construction,963.98,1141.96,Below,-15.59
BAYERCROP,Bayer Cropscience Ltd.,Chemicals,4651.87,5520.08,Below,-15.73
TIINDIA,Tube Investments of India Ltd.,Automobile and Auto Components,2957.88,3511.61,Below,-15.77
HINDCOPPER,Hindustan Copper Ltd.,Metals & Mining,223.55,265.63,Below,-15.84
RECLTD,REC Ltd.,Financial Services,391.5,465.41,Below,-15.88
GLAND,Gland Pharma Ltd.,Healthcare,1416.9,1687.33,Below,-16.03
OLECTRA,Olectra Greentech Ltd.,Automobile and Auto Components,1204.11,1440.87,Below,-16.43
SAMMAANCAP,Sammaan Capital Ltd.,Financial Services,120.01,143.86,Below,-16.58
ABB,ABB India Ltd.,Capital Goods,5553.62,6679.43,Below,-16.85
IREDA,Indian Renewable Energy Development Agency Ltd.,Financial Services,167.11,201.47,Below,-17.05
RITES,RITES Ltd.,Construction,222.89,268.81,Below,-17.08
SCHNEIDER,Schneider Electric Infrastructure Ltd.,Capital Goods,608.3,733.87,Below,-17.11
GODREJPROP,Godrej Properties Ltd.,Realty,2146.8,2594.88,Below,-17.27
HONAUT,Honeywell Automation India Ltd.,Capital Goods,35113.02,42499.99,Below,-17.38
NCC,NCC Ltd.,Construction,218.19,264.79,Below,-17.6
RAILTEL,Railtel Corporation Of India Ltd.,Telecommunication,319.62,387.99,Below,-17.62
ABREL,Aditya Birla Real Estate Ltd.,Realty,1913.98,2327.52,Below,-17.77
TECHNOE,Techno Electric & Engineering Company Ltd.,Construction,1117.59,1360.96,Below,-17.88
GRANULES,Granules India Ltd.,Healthcare,458.75,559.82,Below,-18.05
EMCURE,Emcure Pharmaceuticals Ltd.,Healthcare,1035.06,1264.53,Below,-18.15
ARE&M,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,988.19,1211.71,Below,-18.45
TEGA,Tega Industries Ltd.,Capital Goods,1329.21,1635.45,Below,-18.72
JWL,Jupiter Wagons Ltd.,Capital Goods,369.19,455.18,Below,-18.89
NSLNISP,NMDC Steel Ltd.,Metals & Mining,36.12,44.64,Below,-19.09
SCI,Shipping Corporation of India Ltd.,Services,163.99,202.71,Below,-19.1
RVNL,Rail Vikas Nigam Ltd.,Construction,356.46,441.32,Below,-19.23
SUPREMEIND,Supreme Industries Ltd.,Capital Goods,3525.55,4372.18,Below,-19.36
BBTC,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,1777.71,2206.07,Below,-19.42
CONCORDBIO,Concord Biotech Ltd.,Healthcare,1501.52,1864.32,Below,-19.46
KEC,Kec International Ltd.,Construction,725.92,901.71,Below,-19.49
VOLTAS,Voltas Ltd.,Consumer Durables,1254.73,1565.34,Below,-19.84
ASTRAL,Astral Ltd.,Capital Goods,1326.71,1664.79,Below,-20.31
ELGIEQUIP,Elgi Equipments Ltd.,Capital Goods,461.66,580.1,Below,-20.42
FINCABLES,Finolex Cables Ltd.,Capital Goods,908.64,1144.53,Below,-20.61
DEEPAKNTR,Deepak Nitrite Ltd.,Chemicals,1972.94,2485.57,Below,-20.62
TATATECH,Tata Technologies Ltd.,Information Technology,679.73,857.07,Below,-20.69
IRCON,IRCON International Ltd.,Construction,158.07,201.38,Below,-21.51
SIEMENS,Siemens Ltd.,Capital Goods,2895.9,3696.26,Below,-21.65
THERMAX,Thermax Ltd.,Capital Goods,3272.68,4182.24,Below,-21.75
BSOFT,Birlasoft Ltd.,Information Technology,413.93,530.2,Below,-21.93
JSWENERGY,JSW Energy Ltd.,Power,477.58,612.01,Below,-21.96
SYNGENE,Syngene International Ltd.,Healthcare,622.63,801.24,Below,-22.29
TBOTEK,TBO Tek Ltd.,Consumer Services,1203.9,1551.06,Below,-22.38
CARBORUNIV,Carborundum Universal Ltd.,Capital Goods,993.51,1280.85,Below,-22.43
STARHEALTH,Star Health and Allied Insurance Company Ltd.,Financial Services,373.4,483.75,Below,-22.81
NETWEB,Netweb Technologies India Ltd.,Information Technology,1718.82,2230.81,Below,-22.95
HONASA,Honasa Consumer Ltd.,Fast Moving Consumer Goods,248.0,325.5,Below,-23.81
TTML,Tata Teleservices (Maharashtra) Ltd.,Telecommunication,57.3,75.45,Below,-24.06
APARINDS,Apar Industries Ltd.,Capital Goods,6263.42,8264.56,Below,-24.21
CYIENT,Cyient Ltd.,Information Technology,1228.38,1625.14,Below,-24.41
WHIRLPOOL,Whirlpool of India Ltd.,Consumer Durables,1266.32,1682.13,Below,-24.72
MMTC,MMTC Ltd.,Services,56.38,75.35,Below,-25.18
IFCI,IFCI Ltd.,Financial Services,43.3,58.26,Below,-25.68
CONCOR,Container Corporation of India Ltd.,Services,541.22,730.21,Below,-25.88
SWANCORP,Swan Corp Ltd.,Chemicals,420.31,567.04,Below,-25.88
JINDALSAW,Jindal Saw Ltd.,Capital Goods,214.29,289.39,Below,-25.95
KAJARIACER,Kajaria Ceramics Ltd.,Consumer Durables,836.52,1130.35,Below,-25.99
PVRINOX,PVR INOX Ltd.,Media Entertainment & Publication,962.8,1301.52,Below,-26.03
IDEA,Vodafone Idea Ltd.,Telecommunication,7.07,9.66,Below,-26.8
INDUSINDBK,IndusInd Bank Ltd.,Financial Services,787.22,1080.43,Below,-27.14
UCOBANK,UCO Bank,Financial Services,30.47,41.95,Below,-27.37
SONATSOFTW,Sonata Software Ltd.,Information Technology,388.11,535.22,Below,-27.49
IOB,Indian Overseas Bank,Financial Services,37.22,51.37,Below,-27.55
HFCL,HFCL Ltd.,Telecommunication,81.78,113.69,Below,-28.07
ANANTRAJ,Anant Raj Ltd.,Realty,450.56,632.62,Below,-28.78
ADANIGREEN,Adani Green Energy Ltd.,Power,940.55,1321.1,Below,-28.81
KIRLOSENG,Kirloskar Oil Eng Ltd.,Capital Goods,695.18,991.39,Below,-29.88
CENTRALBK,Central Bank of India,Financial Services,34.88,50.23,Below,-30.55
TITAGARH,Titagarh Rail Systems Ltd.,Capital Goods,743.36,1090.99,Below,-31.86
NATCOPHARM,NATCO Pharma Ltd.,Healthcare,828.98,1220.39,Below,-32.07
RKFORGE,Ramkrishna Forgings Ltd.,Automobile and Auto Components,569.63,856.88,Below,-33.52
TEJASNET,Tejas Networks Ltd.,Telecommunication,699.83,1079.68,Below,-35.18
